,text,label
1947,  Не хочу жить Мне трудно учиться Когда понимаю сколько надо сделать то начинаю плакать Ездить в колледж не хочу,1
1948,  Ушла жена и быстро нашла другого Своему ребенку я оказался не нужен Я уже не могу перестроить себя и найти ради чего жить Да и не хочу,1
1949,Вы когданибудь говорите комуто чтото и они не реагируют так как вы хотели чтобы вы реагировали и вы сразу же сожалеете что открыли рот,1
1950,Ух ты любишь засиживаться в твиттере чтобы увидеть такие милые и поддерживающие упоминания Вы парень самый лучший Люблю тебя всех  lt ,1
1951,Хочу поделиться своей историей Я совсем устал от своей жизни Но начну все по порядку,1
1952,Не расстраивайтесь когда ктото начинает вас унизить Они делают это только потому что недовольны собой,1
1953,Сутки добрые Я долго думала написать сюда или нет Решилась ибо высказаться некому лишь анонимным людям в интернете,1
1954,Прошлое должно быть принято потому что его нельзя изменить чтобы обрести мир га,1
1955,Все что вы говорите как бы мало это ни было может серьезно повлиять на чьюто жизнь,1
1956,Я постоянно говорю себе «Я закончил» но потом я снова пытаюсь,1
1957,Я потеряла смысл жизни ,1
1958,Я уже предпринимала попытки самоубийства но не хватило смелости довести дело до конца Так же после осознания того факта что я ,1
1959,Мать умирает от рака отец спивается из университета отчислили работы нет ,1
1960,  Я подросла но издевательства продолжились Зачем жить Когда ты нигде не нужна Я ломаюсь изо дня в день говорят что суицид не выход,1
1961,Грусть может случиться с кем угодно Даже люди которым вообще не следует грустить,1
1962,Моя история очень длиннаяпочитайте до концавозможнопрочтя еевы почувствуйте себя СЧАСТЛИВЫМИ,1
1963, Последний год у меня очень сильная апатия ко всему ничего не хочу жить не хочу,1
1964,Настроение ужасное ужасно плохое ,1
1965,Мне просто нужен выходной день от реальности просто день без людей проблем и всей ерунды которая проходит через мою голову,1
1966,Мне нечего ждать просто нарушенных обещаний сломанных снов глупой лжи Я просто хочу лечь в постель и больше никогда не просыпаться,1
1967,То что я ничего не говорю не означает что я не умираю внутри,1
1968,Здравствуйте извините что тревожу своими дурными вопросами просто я обессилен и мне уже ничто не помогает ,1
1969,Живу с родителями Сестрой и ее мужем Живем все тесно человек  ,1
1970,Я устала боротьсяБыло очень тяжелое детствоОтец бил и домогалсяНи дня не проходило без ,1
1971,Здравствуйте Даже не знаю с чего начать В голове все мысли перемешались,1
1972,  Не моё не осилю не смогу Сдать назад уже нельзя Мысли о суициде начали разгораться ещё более навязчиво,1
1973,Я тот человек который пытается подбодрить людей хотя мне грустно,1
1974,Здравствуйте Мне ,1
1975,Наш корабль идёт ко днуПомоги мне я утону Протяни мне свою ладонь Наш корабль идёт ко днуДепрессия soulpain,1
1976,здравствуйтепроблема такая в утробе матери у меня было удушение в  лет попробовал марихуанну с  до  лет пил много алкоголя,1
1977,й год учусь в университете летом диплом диплом бакалавра Второй раз меня может и успеют отчислить перед дипломом за долги,1
1978,Здравствуй читатель Не суди меня строго за желание закончить свой путь я очень устала ,1
1979,Здравствуйте люди сейчас  утра и меня не клонит в сон с мыслями о моей жизни мысли ,1
1980,Я начну с самого начала,1
1981,а у меня нет никакой истории просто плохо больно невыносимо постоянные истерики Я не хочу жить я чужая ,1
1982,Я не хочу жить Не вижу смысла,1
1983,когда у человека плохое настроение и он делает всё возможное чтобы твое отличное тоже превратилось в ужасное простохочетсяударить,1
1984,ты знаешь что отстой когда вы встречаете когото кто по вашему мнению наконецто понимает вас и тогда это становится дерьмом,1
1985,Хочу умеретьмне  года есть дочь летТолька она меня держитв своей жизни все потеряла причем по своей вине,1
1986,Никогда не чувствовала себя нужной в своей семье Родители развелись уже более  лет назад ,1
1987,   Жена ушла в  работа надоела не знаю чё делать,1
1988,Мне нужна помощь,1
1989,Мне нужна помощь Я не хочу жить,1
1990, Здравствуйте меня зовут Софья на данный момент мне  лет ,1
1991,мне не хорошопростите за этопостораюсь в скоре сделать чтото получшеарт депрессия скетч скетчбук art depression sketch sketchbook,1
1992,Я не знаю что делать Моя проблема очень глупая и дурацкая Порой мне кажется что это и не ,1
1993,Меня отчислили из колледжа изза прогулов,1
1994,  Я долго болею испытываю ежедневные симптомы несколько лет Руки опустились просвета нет,1
1995,  Мне вновь захотелось резать себя Я сдерживаюсь не хочу расстраивать близких и родных хочу чтобы для них это осталось в прошлом,1
1996,Здравствуйтея не знаю как нужно начинатьпросто расскажу свою историю,1
1997,Здесь часто откликаются люди не равнодушные к чужим проблемам я же впал в грех уныния и прошу совета у добрых людей,1
1998,Молчание не всегда означает да Иногда это означает «Я устал объяснять людям которые даже не хотят понимать,1
1999,Люди добрые ПомогитеНе знаю что делать Куда бежать У меня такая историяЯ могу уходть в сильные запои Я девушка Мне  лет,1
2000,Мои большие проблемы в том что надо мной глумятся отец и однокурсники,1
2001,Я чувствую что все что я делаю неправильно,1
2002,Меня зовут Таня Мне  лет года назад я попала на диализУ меня обнаружили поликистоз почек Кроме этого я здорова,1
2003,Здраствуйте я в  классе и я на глазах становлюсь социофобом,1
2004,Привет меня зовут Лиза Мне  Я хочу умеретьпричины,1
2005,Здравствуйте меня зовут Елена Мне нужен совет я живу с мужем которому я не нужна который поднимает на меня руку когда придет ,1
2006,боль осталась в тебе⠀ ⠀ ⠀боль осталась во мне ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ больно стало всем⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ боль достала всехДепрессия soulpain,1
2007,Уже  человека умерли от моего выпускного класса средней школы Я даже не закончил среднюю школу целый год,1
2008,У меня нет никого кто бы меня любил я никому не нужен У меня много болезней Хочу умереть,1
2009,Мне лет Но я думаю о том что хочу все оборвать,1
2010,Здравствуйтепрочитала много историй на сайте перед тем как решилась рассказать свою ,1
2011,  Ему нравится другая девочка Я снова не хочу жить Очень сильно болит сердце Я не могу с этим справляться,1
2012,Здравствуйте я кирилл сегодня мне исполнилось  это ужасно когда хочешь умереть в свой день рождения,1
2013,Я не могу сказать точно когда и с чего это началось  Но это произошло Я впала в уныние  ,1
2014,Помогите Я в отчаянии  ,1
2015,Нет абсолютно никаких целей в жизнименя это просто убивает,1
2016,Помогите мне последняя надежда я не знаю как жить,1
2017,Я ужасный человек,1
2018,Я болен психическим заболеванием После психоза пострадал интеллект Смысла дальше жить не вижу,1
2019,Всем привет я учусь в  классе я не сдам гиа а если сдам то никуда не поступлю у меня много троек в  класс не пойду не дотяну сдохнуть ,1
2020,  Хочу умереть У меня абсолютно никого нет Выгнали с работы Платить за квартиру денег нет,1
2021,  Я подсела на наркотики У меня никого нет а я не могу быть одна Я не хочу так жить я хочу быть нужной комуто,1
2022,Я решила обратиться за помощью потому что действительно хочу ЖИТЬ  ,1
2023,Моя история возможно покажется вам одной из тысячино так хочется высказаться,1
2024,Ни знаю даже с чего начатьУже когдато писал сюда правда под другими псевдонимами,1
2025,Здравствуйте Прошу вас люди добрые помогите Я уже устал от всего этого,1
2026,Я очень сильный человек и мне никогда не приходило в голову что я могу проиграть ,1
2027,Я считала всегда себя сильным человекомОказывается это не так,1
2028,  Считаю всех предателями и не хочу больше позволять другим причинять себе боль В итоге я эту боль себе сама причиняю Мне хочется умереть,1
2029,И так всегда когда я начинаю с кемто дружитьДепрессия dullknife,1
2030, С Пережитьру Разместила Алексия,1
2031,Я правда усталаЯ поставила себе планку которую видимо не смогу преодолеть Я мучаю себя и откружающих извожусь,1
2032,Меня бросил парень Он был для меня всем В принципе всё Я уйду,1
2033,Я знаю что все время путаю но я очень стараюсь этого не делать,1
2034,кажется у меня действительно депрессияиначе я бы не стала искать форум об этом,1
2035,Добрый Вечер Очень прекрасный сайт надеюсь он поможет разобраться в себе людям может даже и мне,1
2036,  Я всегда доверяла дочери отдавала ей все что могла надеялась что она будет умнее меня и счастливее Хочу умереть,1
2037,Всю мою жизнь  лет мамка держала меня дома взаперти Домашнее обучение в школе никаких ,1
2038,Если тебя влечет чтото и ты горишь чемтоНикого не слушай и всегда стремись к этомуdepression депрессия Грусть Боль,1
2039,  Я умоляла дать мне дополнительное задание но она лишь говорила Это не мое дело Выйди из класса — и закрывала дверь Я хочу убить себя,1
2040,Здравствуйте посетители сайта,1
2041,Моя жизнь пуста Я большая неудачница и всё чем я могу похвастаться это лишь количество проблем которые на меня навалились ,1
2042,В этом году издавать экзамены  Мне   Живу с бабушкой мама с папой в разводе и почти не общаемся ,1
2043,  Хочу умереть Друзья предают Работы нет Родители давят,1
2044,Я жил я любил я потерял я пропустил я ранил я доверял я сделал много ошибок Но больше всего я узнал,1
2045,Меня уже несколько лет  посещают мысли о самоубийствеНо убится мне не хватает воли поскольку это больно,1
2046,Помогите пожалуйста,1
2047,Когда вы боретесь с психическим заболеванием вы боретесь в тихой битве Никто не видит как тяжело тебе постоянно бороться,1
2048,Устала устала от всегоя ничтожество которое всегда всех подводитнаврала клиентке проклинаю себя за это скоро вскроется правда года ,1
2049,Мне нужно перестать думать что у меня плохое настроение,1
2050,Моя история наверное до жути банальна Похожа на нытье,1
2051,Через  дней пройдет год с тех пор как один из моих лучших друзей покончил с собой и я не готов cq,1
2052,Я илья и мне  лет,1
2053,Здравствуйте Я очень надеюсь что вы откликнетесь ,1
2054,  Не могу найти для себя место в этом Мире Суицидэто выход Хотя безумно страшно,1
2055,Всем добрый вечер,1
2056,Мне очень тяжело писать,1
2057,Вопрос таков  Если женщина хочет уверенности и защиты она ищет мужчину Если мужчина хочет уверенности и защиты кого искать ему  Ваши варианты,1
2058,Здравствуйте Меня зовут Александр мне  года Ситуация которая у меня заключается в том что я боюсь искать работу Каждая ,1
2059,Одиночество — нормальное состояние человека Научись мириться с ним Его незаметное действие строит дом твоей души  ,1
2060,Всем здравствуйте Мне всего  года замуж вышла в  год и за эти два года в браке я чувствую себя состарившейся на пару десятков лет,1
2061,Я имею в виду что я также многое переживаю  но я чувствую что если я скажу вам об этом ребята это вызовет вас И это последнее что  mc,1
2062,я разочаровался в себе давнымдавно,1
2063,Я боюсь сблизиться с людьми потому что все что они делают это уходят,1
2064,я делал близким когдато мне людям столько всего плохого за прошедший год и теперь я хочу умереть,1
2065,Дни словно капли непрекращающегося дождя утекают Я пытаюсь ухватиться за них дрожащими руками но тщетно ,1
2066,Здравствуйте Простите что пишу бред,1
2067,Всем приветменя зовут Марияя прогуливаю школучастоменя мучает совестьмама узналахочется сдохнутьчто делать,1
2068,Вы просто чудо,1
2069,Иногда чтобы остаться в живых нужно убить свой разум depression sad quotes,1
2070,Я хочу заснуть и больше не проснуться  Да да именно такая смерть мне кажется наиболее приятной и безболезненной  ,1
2071,Всем приветМеня зовут  Не буду писать моё имяпотому что слишком палевноМеня могут распознать близкиеИтакближе к развязке,1
2072,Ну что Господа Давайте поговорим,1
2073,Для чего мы живём ,1
2074,Здравствуйте меня зовут Крот,1
2075,Вернитесь позже ребята  lt ,1
2076,  Надо мной всегда и все издеваются денег ни на что не хватает здоровье у меня не сахар Хочу просто покинуть этот мир,1
2077,Год назад расстался с любимой девушкой,1
2078, года как мой папа умер С того момента как его не стало мама стала другой Она стала материть меня избивать и всё это без повода,1
2079,Здравствуйте всем кто начал читать мою исповедь,1
2080,Оставьте меня просто в покое Депрессия soulpain,1
2081,  Хочу умереть У родителей одни долги за квартиру платить нечем нет денег даже на зимнию одежду Я сама ни на что не способна,1
2082,  Похоже только изза детей вернулся но внутри него пустота Никто меня не воспринимает и не любит не могу больше жить,1
2083,Учитель решил посадить меня рядом с моим бывшим на весь год Так много беспокойства  га,1
2084,Здравствуйте Мне  лет Не смотрите на возраст Я пережила столько дерьма что мне уже хочется сдохнуть,1
2085,Просто уже надоело жить Ничего не хочу Ничего в жизни и не было но и ничего уже и не хочу Просто сдохнуть Если есть право на ,1
2086,всем читающим и пишущимдоброго здоровья сил и терпения,1
2087,Вот решила написать…Ровно  часов ночи Честное слово ничего не хочется Вообще Хочется просто исчезнуть Полная апатия,1
2088,Иногда люди видят только то что вы сделали когда на самом деле они должны смотреть почему вы это сделали,1
2089,  Мне тяжело учиться друзей в группе у меня нет мне очень тяжело В голову лезут мысли сделать чтото с собой не могу с этим справиться,1
2090,Корни депрессии Игумен Савва Мажуко   видео интервью православие беседы гомель депрессия,1
2091,Хочу сдохнуть С другой стороны боюсь смерти пустоты Мне  года Вчера я опять напился У меня тупая привычка пить по ночам на ,1
2092,Помогите пожалуйста Мне  лет Живу в приличной семье с матерью отчимом и младшим братом Родители не ссорятся все хорошо Но ,1
2093,Я не понимаю зачем продолжать жить дальше Мне уже стукнуло  лет а я ничего из себя не ,1
2094,Каждый день думаю только о смерти как об избавлении хотя знаю что при самоубийстве буду мучиться вечноВ жизни все рушится слава богу  кроме ,1
2095,здравствуйте у меня есть одна проблемка У меня имеется семья два сына я их очень сильно люблю да и без жены я нехочу быть вроди ,1
2096,Я понимаю что большинство моих твитов говорят мне но я просто хочу чтобы вы ребята знали что я здесь для вас kik georgeandrew ga,1
2097,Здравствуйте посетители этого сайтаМеня зовут Аннамне  летнадеюсь получить поддержку рассказав свою историю,1
2098,Мне страшно я думаю о смерти и в тоже время боюсь,1
2099,Доброго времен суток,1
2100,Никогда не задумывалась о самоубийстве сейчас мне  и я первый раз подумала об этом всерьёз ,1
2101,Я пишу это со слезами на глазах Помогите мне ,1
2102,Всем здравствуйте Спасибо что прочитаете эту историю и хотя бы попробуете помочь,1
2103,Здравствуйте подскажите мнекак жить,1
2104,Доброе время суток ,1
2105,  Когда происходит очередная неудача в моей жизни или ссора с родителями единственное что приходит мне на ум это  суицид,1
2106,Меня зовут Дианамне  год,1
2107,Кажется никто никогда не боялся потерять меня,1
2108,Нападение тревоги в  утра Потрясающие У меня все было хорошо,1
2109,Здравствуйте Я не хочу жить,1
2110,Дорогие братья и сестры,1
2111,Добрый день Вот уже много раз я пыталась получить помощь извне чтобы человек не знающий мою семью мог оценить объективно ситуацию ,1
2112,Здравствуйте Давно хотел тут написать но все повода не видел а вот сейчас припекло Меня зовут Никита,1
2113,Помнишь ты спросил меня в чем смысл жизни не в тебес днем рождения тебя родной и пусть мне грустно  ,1
2114,  Я хочу умереть чтобы в моей голове не было мысли о моей никчемности о том что я плоха для этого мира,1
2115,Весеннееобострение в УланУдэ Что нужно об этом знать и как уберечь свои нервы  … хандра депрессия,1
2116,Здравствуйте Меня зовут дядя Жора В миру Георгий Прошу любить и жаловать,1
2117,  Мой отец алкоголик Каждый день я плачу и мечтаю умереть единственное что меня останавливает это моя мама,1
2118,тот неловкий момент когда вы разговариваете и вскоре вы понимаете что никому нет дела до того что вы говорите,1
2119,Здравствуйте меня зовут Впрочем это неважно,1
2120,Наверно у меня все как у всех,1
2121,Вешу  кг  толстый с детствав школе всегда издевалисьв училище тоже смеялись надо мной называли жирдяем девушки не обращают внимания ,1
2122, Когда автор мог закончить предложение но не стал га,1
2123,Мне лет И я живу с бабушкой и дедушкой  Они хотят чтобы я была умной образованной и тому подобное ,1
2124,Есть надежда Может быть не в Боге но есть надежда га,1
2125,Здравствуйте Всех ИСТИННО ВЕРЯЩИХ И ВЕРУЮЩИХ с прошедшим праздником Рождества Христова,1
2126,Мне  лет  не знаю как лучше описать свою ситуацию  вообщето мне грех жаловаться  все таки имею крышу над головой  меня любят ,1
2127,Люблю парняа он меня не знает,1
2128,Не позволяйте ничему невежеству ненависти драме или негативу помешать вам быть лучшим человеком которым вы можете быть,1
2129,Добрый день Хотелось бы какой – то поддержки или же совета ,1
2130,Сегодня один из тех дней когда я хочу лежать в постели слушать музыку и ничего не делать rc,1
2131,Мысли о самоубийстве все чаще и серьезнее Вот уже и способ выбрала начну сначала,1
2132,Доброго времени сутокя совершила ужасную ошибку иувыеё не исправитьвозможно я сделаю ещё большую оплошностьа может бытья помогу самой себе,1
2133,добрый день спасибо всем кто читает ,1
2134,Канадские биологи нашли молекулу ответственную за депрессию   медицина депрессия ВестиНаука,1
2135,Начну с того что я полное ничтожество я не могу за себя постоять Сейчас я сижу у себя дома и слушаю насмешки за окном,1
2136,У меня беременностьмуж разлюбил меня несмотря на то что это ий малыш Двое умерли во мнезамерала беременность,1
2137,Добрый вечер Тема очень провокационная и я не надеюсь даже на понимание но всё же я гей,1
2138,Я греховный упрямый познаю всё на своей шкуре допознался,1
2139,Добрый день Пишу здесь в первый раз надеюсь на вашу помощь ,1
2140,Я писала сюда И помню адрес сайта memoriam кажется Неважно впрочем В закладках на смарфтоне он есть,1
2141,Здравствуйте мне  лет имя я не могу сказать так как боюсь что меня ктото здесь найдёт,1
2142,Год назад я была здорова и счастлива ,1
2143,Я не чирикаю для сочувствия или внимания я чирикаю чтобы выразить себя Это мой выход где я могу говорить все что захочу без осуждения,1
2144,Здравствуйте мне  у меня депрессия ,1
2145,Если вы смеетесь над человеком с особыми потребностями или инвалидностью я вас не уважаю,1
2146,Нет близких людей совсемНезаконно уволили Поддержать некому Жить не хочется совсем,1
2147,Когда твой папа говорит что он собирается засунуть тебе голову в сушилку и включить ее только потому что ты не стирал вовремя cq,1
2148,Не хочу ничего уже от этой жизни радость приносит лишь общение с друзьями да и то несильно,1
2149,Меня мучает депрессияиногда я не вижу смысла жизни и не хочу житья не могу разобраться в себе,1
2150,Я чувствую себя потерянным даже в толпе людей rc,1
2151,  Мне хочется себя убить Друзья отвернулись на зрплату я еле выживаю а человек которого я всем сердцем люблю,1
2152,Одиночествосостояние души,1
2153,Всем привет  А я по глупости разрушила все ,1
2154,Не знаю с чего начать,1
2155,У него есть друг девушка и он сказал мне не беспокоиться о ней Он заканчивает дела со мной и через  месяц они встречаются,1
2156,  Мне нужен хороший аттестат Я боюсь каждого дня в школе Иногда я чуть не плачу на уроках от мыслей о самоубийстве,1
2157,Мне  год я без работы ,1
2158,Образования нету карьеры нету планов нету друзей нету квартиры нету  И денег достаточно ,1
2159,ЗдравствуйтеЯ не хочу существовать в этом мире,1
2160,Меня бросила девушка которую я очень сильно любил я уже переживал подобное но без неё не представляю ничего Не хочу без неё жить,1
2161,даже незнаю с чего начатьНачну с того что первые мои мысли о суициде появились еще в раннем возрасте после каждого скандала с ,1
2162,  Я не хочу жить Я так боюсь что моя счастливая жизнь оборвется Я потеряю все не попробовав Моя мама это последнее что держит меня,1
2163,Привет всемменя зовут Олег и мне через неделю  летне хочу думать об этом даже так как в  лет у меня ничего нет,1
2164,Боль осталась во тебе боль осталась во мне больно стало всемdepression sad cry life pain Нервы,1
2165,Никогда не любила афишировать свою жизньа сейчас вдруг захотелось рассказать Вы и не поверитенаверное ,1
2166,Добрый вечер Моё имя Александр мне  лет ,1
2167,Всем доброго времени суток Не знаю что делать ,1
2168,Мое психическое здоровье ухудшается и я не знаю с кем больше разговаривать tj,1
2169, я живу без родителеймне плохоМама умерлакогда мне было а папа неделю назадЯ тоже не очень красиваямне некому рассказать ,1
2170,Вот уже  года встречаюсь молодым человеком Все хорошо я его очень люблюДумаю и он не просто так рядом со мной,1
2171,мне с огромным трудом дались эти  лет я,1
2172,Большую часть времени я держу свои чувства при себе потому что это трудно понять комуто другому,1
2173, лет бессмысленности И зачем это нужно было и кому,1
2174,Добрый вечер ,1
2175,  Такая пустота кажется мои мучения никогда не закончатся хочу покончить с собой Хочу исчезнуть не хочу больше страдать,1
2176,Даже и не знаю с чего начать,1
2177,Главное – всё делать с любовьюДепрессия soulpain,1
2178,Здравствуйтеживу в городе N,1
2179,Здравствуйте меня зовут Андрей мне  лет Предисловие,1
2180,Меня бросила женазабирает доченькуей недавно был годикхочет падать на разводя не хочу больше бытьу меня одни проблемыне могу больше,1
2181,На волоске от суицыда,1
2182,Сказал это раньше и я скажу это снова трахаться в воскресенье Ничего хорошего не бывает tj,1
2183,Мне  лет почти  В жизни исчезло чувство радости мне ничего не интересно  все надоело ,1
2184,Одела я купальничек включила бейонсе на всю а тут на тебе и у кёрхера переходничок сломался  депрессия,1
2185,  Иногда хочу чтоб все кончилось раз и навсегда,1
2186,Я ужасный человек Я не справляюсь со своей работой и бегу от нее Мне кажется я подставила всех Я не представляю как выйти из ,1
2187,  Я хочу умереть Мои родители развелись умер любимый питомец и с того времени всё пошло не так,1
2188,Если я исчезну никто не заметит что я ушел tg,1
2189,Простите заранее за многословие но я нуждаюсь в том чтобы высказаться Много всего накопилось,1
2190,  Я как в замкнутом кругене получается ничегособраться не могутолько СТРАХ,1
2191,Меня зовут ДенисМне  годживу в маленьком городе Украинысейчас положение в стране критическоепишу подобное в первые,1
2192,  Я не дотягиваю до уровня человека который достоин жить Уровня который существует в моей голове Поэтому меня посещают мысли о смерти,1
2193,После й по счету безответной любви вот уже как год переживаю тяжелейшую депрессию Но самое страшное не это,1
2194,Ангелы смерти Нужно больше ангелсмерти смерть депрессия суицид тлен безысходность…  ,1
2195,Мне по жизни все даётся с большим трудом но я всегда считала себя сильной а теперь я сломалась ,1
2196,  Я не могу найти смысл жизни и цель Мне уже за  Пустота внутри и ощущение что я любить не умею,1
2197,  Снова появились мысли о смерти Просто очень одиноко и больно Я зажатая и стесняюсь сказать даже слово,1
2198, Моя история может показаться нескладной причина тому  в последнее время очень плохо соображает голова Возможно мне даже не удастся все изложить ,1
2199,Иторией это трудно назвать хотя это история всё же,1
2200,здрастуйтемне ничего не остается кроме писть в форумах сайтах Ненавижу свою жизньненавижу до смертине могу смириться со своей жизнью,1
2201,Мне кажется что я загубил свою жизнь Постараюсь объяснить как можно покороче,1
2202,Я бы хотела сейчас оказаться рядом с тобой или встретиться поговорить как приеду но увы К сожалению этого больше не будет депрессия ,1
2203,я не знаю точно несчастлива ли я или наоборотя не могу найти себя у меня,1
2204,Вы не понимаете depression до тех пор пока не потерпите свое присутствие в пустой комнате,1
2205,Уныние Чувство ненужности Неспособность что то сделать Чувство что ни когда не любили Живу потомучто если умру дети будут страдать ,1
2206,Мне  со  октября пенсионерка Нашла Ваш сайт и решилась написать,1
2207,Приветпол года назад мне исполнилось  лет,1
2208,Здравствуйте Причина в моей депрессии это то что ,1
2209,даже у самых хороших людей есть переломный момент когда они просто ломаются,1
2210,Здравствуйте первым делом хочу сказать спасибо всем кто пишет отклики Я перечитала почти все истории этого сайта чтобы найти хотя бы  историю ,1
2211,  Мне очень плохо Чувствую не выберусь уже из этого всего Я хочу умереть,1
2212,Мне  я тоже не знаю чего делать работы  не найти ,1
2213,Я простил тебя за то что ты сделал но я все равно умираю внутри каждый раз когда думаю об этом,1
2214,Мне нравится быть одному но я ненавижу быть одиноким,1
2215,как жить с этим дальше не знаю больно,1
2216,Головокружение проблемы с потенцией и половым влечением сонливость и бессонница усталость похолодание рук и стоп депрессияц,1
2217,Здравствуйтеменя зовут Александра и мне  годЧестно говоря я не когда не думала что окажусь в таком тупике в котором нахожусь сейчас ,1
2218,▸Ты даже не знаешь как больно было любить тебяаниме  anime  Sad  SadAnime  Depression,1
2219,  Хочу умереть Недавно меня бросила девушка я би Не могу придти в себя это желание умереть съедает меня изнутри,1
2220,Я ненавижу все и просто хочу умереть Я так хочу умереть Я не могу спать и все чего я хочу это смерть cq,1
2221,Я устал от лжи устал от использования устал от поддельных людей устал от приятных людей устал от осуждающих людей Просто уставший,1
2222,Здравствуйте  возможно моя история покажется Вам глупой  но мне просто хочется высказаться,1
2223,Вы когданибудь начинали плакать по одной причине а потом в конечном итоге плакали о всех возможных неприятностях в вашей жизни,1
2224,  Я уже  лет как учусь на тройки я хочу сдохнуть,1
2225,Я наломала дров Причем еще и масла в огонь подлила и подожгла,1
2226,Много раз думал писать здесь или нетно всетаки решился,1
2227,  Меня стали обижать и унижать Мне хочется реветь С родителями тоже в не очень хороших отношениях Я хочу умереть,1
